effect_id,study_id_str,outcome_id_str,sex_of_animals,disease_cohort_str,control_cohort_str,time,d.mean,d.sd,d.n,c.mean,c.sd,c.n,title,authors,breeder_strain,GD_first_administration,cross.fost,poly_I_C_daily_dose_mg_kg,intervention.no,year,ro_b_assessment_blinding_of_animal_carers_handlers,ro_b_assessment_blinding_of_outcome_assessors,ro_b_assessment_random_housing,ro_b_assessment_a_priori_power_calculations,ro_b_assessment_conflict_of_interest,ro_b_assessment_unit_of_analysis_error,ro_b_assessment_random_outcome_assessment,ro_b_assessment_presence_of_sequence_generation,ro_b_assessment_baseline_characteristics,ro_b_assessment_allocation_concealment,ro_b_assessment_incomplete_outcome_data,species_of_animal,strain,outcome_label,prepulse_intensity_d_b,pulse_intensity_d_b,prepulse_duration_ms,interstimulus_interval_ms,is_this_ppi_for_a_specific_pre_pulse_intensity_or_averaged_across_multiple,is_this_ppi_for_a_specific_pulse_intensity_or_is_it_averaged_across_multiple,disease_model,acute_or_chronic,duration_days_if_chronic,administration_route,frequency_of_administration_if_chronic,sham_equivalent,vehicle,author,background_db,pre_pulse_level_above_back,d.mean.adj,c.mean.adj,developmental_stage_PPI,polyIC.dose.cat,SMD,SMDV,same_coh_same_PPI_param_diff_time,same_cohort_diff_PPI_param
34,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,16af4601-7871-453a-baa7-1ff9b6ca9f99,male,dda72f22-c3ff-433c-8576-65d39376b6f2,0342efe4-6992-415c-b574-493a302dee1d,35,21.5,24.59674775,20,26.6,19.10601999,24,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"73, 76, 82dB : 120dB : 20ms : 80ms","73, 76, 82",120,20,80,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,NA,78.5,73.4,juvenile,moderate,0.230137184,0.09226852,102,85
35,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,2da90763-b278-4d3d-ad27-c9ef7aea9020,male,d2319c06-1035-4bf2-ba4d-41d832de8491,3a191975-a1f8-4e57-982a-ed66ce88f984,56,25,23.82939361,21,35.2,20.90598001,26,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"73, 76, 82dB : 120dB : 20ms : 140ms","73, 76, 82",120,20,140,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,NA,75,64.8,adult,moderate,0.450681142,0.088241368,103,84
36,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,07fee854-0156-4505-9b74-6117f36594d3,male,d2319c06-1035-4bf2-ba4d-41d832de8491,3a191975-a1f8-4e57-982a-ed66ce88f984,56,15.6,7.332121112,21,23.2,19.37627415,26,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"73dB : 120dB : 20ms : 30, 50, 80, 140ms",73,120,20,"30, 50, 80, 140ms",%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,3,84.4,76.8,adult,moderate,0.490096734,0.08863585,104,84
37,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,07fee854-0156-4505-9b74-6117f36594d3,male,dda72f22-c3ff-433c-8576-65d39376b6f2,0342efe4-6992-415c-b574-493a302dee1d,35,-3.46,22.36067977,20,6.54,16.95046902,24,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"73dB : 120dB : 20ms : 30, 50, 80, 140ms",73,120,20,"30, 50, 80, 140ms",%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,3,103.46,93.46,juvenile,moderate,0.501439898,0.094523962,105,85
38,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,0b3f80df-8d76-4738-b7f3-8bb1d2784e34,male,d2319c06-1035-4bf2-ba4d-41d832de8491,3a191975-a1f8-4e57-982a-ed66ce88f984,56,41.4,23.82939361,21,41,23.96539171,26,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"73, 76, 82dB : 120dB : 20ms : 50ms","73, 76, 82",120,20,50,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,NA,58.6,59,adult,moderate,-0.016452169,0.086083466,106,84
39,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,0b3f80df-8d76-4738-b7f3-8bb1d2784e34,male,dda72f22-c3ff-433c-8576-65d39376b6f2,0342efe4-6992-415c-b574-493a302dee1d,35,9.95,29.7397041,20,17.1,22.53530563,24,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"73, 76, 82dB : 120dB : 20ms : 50ms","73, 76, 82",120,20,50,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,NA,90.05,82.9,juvenile,moderate,0.269614332,0.092492711,107,85
40,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,c66b65df-faea-4678-8b13-4db0e520a053,male,4124e2b4-f054-4004-b8be-5adca053321e,89e81682-5e19-4a04-a472-712ba7ad569e,56,-8.82,50.40833264,21,-8.45,42.08883462,27,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"73, 76, 82dB : 120dB : 20ms : 30ms","73, 76, 82",120,20,30,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,NA,108.82,108.45,adult,moderate,0.007930167,0.08465674,221,30
41,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,e13283b0-aa8e-453f-b919-48bcf1db0327,male,d2319c06-1035-4bf2-ba4d-41d832de8491,3a191975-a1f8-4e57-982a-ed66ce88f984,56,57.5,21.0798482,21,58.6,19.8861761,26,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"82dB : 120dB : 20ms : 30, 50, 80, 140ms",82,120,20,"30, 50, 80, 140ms",%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,12,42.5,41.4,adult,moderate,0.052951311,0.086110414,108,84
42,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,e13283b0-aa8e-453f-b919-48bcf1db0327,male,dda72f22-c3ff-433c-8576-65d39376b6f2,0342efe4-6992-415c-b574-493a302dee1d,35,36.5,22.36067977,20,42.3,19.10601999,24,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"82dB : 120dB : 20ms : 30, 50, 80, 140ms",82,120,20,"30, 50, 80, 140ms",%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,12,63.5,57.7,juvenile,moderate,0.275927529,0.092531849,109,85
43,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,2da90763-b278-4d3d-ad27-c9ef7aea9020,male,dda72f22-c3ff-433c-8576-65d39376b6f2,0342efe4-6992-415c-b574-493a302dee1d,35,16.2,22.36067977,20,26.4,18.61612205,24,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"73, 76, 82dB : 120dB : 20ms : 140ms","73, 76, 82",120,20,140,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,NA,83.8,73.6,juvenile,moderate,0.491119112,0.094407553,110,85
44,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,67b04f92-0123-491c-8a0a-d1f25a44bb9c,male,d2319c06-1035-4bf2-ba4d-41d832de8491,3a191975-a1f8-4e57-982a-ed66ce88f984,56,33.3,21.0798482,21,36.1,23.45548976,26,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"76dB : 120dB : 20ms : 30, 50, 80, 140ms",76,120,20,"30, 50, 80, 140ms",%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,6,66.7,63.9,adult,moderate,0.122734676,0.086240839,111,84
45,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,67b04f92-0123-491c-8a0a-d1f25a44bb9c,male,dda72f22-c3ff-433c-8576-65d39376b6f2,0342efe4-6992-415c-b574-493a302dee1d,35,13.8,24.14953416,20,18.8,20.57571384,24,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"76dB : 120dB : 20ms : 30, 50, 80, 140ms",76,120,20,"30, 50, 80, 140ms",%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,6,86.2,81.2,juvenile,moderate,0.220543225,0.092219386,112,6
46,4470f994-21b3-4cf0-8cdb-d97c1947ee8e,c66b65df-faea-4678-8b13-4db0e520a053,male,4124e2b4-f054-4004-b8be-5adca053321e,89e81682-5e19-4a04-a472-712ba7ad569e,35,-31.5,46.28401452,21,-15.7,33.25537551,27,Behavioral alterations in rat offspring following maternal immune activation and ELR-CXC chemokine receptor antagonism during pregnancy: implications for neurodevelopmental psychiatric disorders.,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,0,15,0,4,0,2015,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,low RoB,high RoB,rat,long-evans,"73, 76, 82dB : 120dB : 20ms : 30ms","73, 76, 82",120,20,30,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4.0 mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,Ballendine SA and Greba Q and Dawicki W and Zhang X and Gordon JR and Howland JG ,70,NA,131.5,115.7,juvenile,moderate,0.393912702,0.08627241,221,86
49,4f3f7d8c-e2d8-41c5-9025-01ee5302b303,3e02cfac-ca2d-41c4-9c89-94cf2bd0abad,male,9f1f9975-7a06-4362-9b91-5480ef0a3275,a1eed684-6cda-4c41-87e4-82e47c01693f,84,26.5,28.14427118,10,43.2,39.52847075,10,Spared motivational modulation of cognitive effort in a maternal immune activation model of schizophrenia risk.,"Bates, Vanessa and Maharjan, Ashim and Millar, Jessica and Bilkey, David K and Ward, Ryan D ",0,15,0,4,0,2018,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,80dB : 120dB : ? ms : 100ms,80,120,NA,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Bates, Vanessa and Maharjan, Ashim and Millar, Jessica and Bilkey, David K and Ward, Ryan D ",68,52,73.5,56.8,adult,moderate,0.466098915,0.205431205,113,87
50,4f3f7d8c-e2d8-41c5-9025-01ee5302b303,76ee498d-94bc-45dc-93da-a43f609fcf1e,male,9f1f9975-7a06-4362-9b91-5480ef0a3275,a1eed684-6cda-4c41-87e4-82e47c01693f,84,-2,38.89601522,10,19.3,35.10128203,10,Spared motivational modulation of cognitive effort in a maternal immune activation model of schizophrenia risk.,"Bates, Vanessa and Maharjan, Ashim and Millar, Jessica and Bilkey, David K and Ward, Ryan D ",0,15,0,4,0,2018,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,72dB : 120dB : ? ms : 100ms,72,120,NA,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Bates, Vanessa and Maharjan, Ashim and Millar, Jessica and Bilkey, David K and Ward, Ryan D ",68,52,102,80.7,adult,moderate,0.550590381,0.207578744,114,87
51,4f3f7d8c-e2d8-41c5-9025-01ee5302b303,88339c9a-cb8c-4122-9791-a8f8028e825f,male,9f1f9975-7a06-4362-9b91-5480ef0a3275,a1eed684-6cda-4c41-87e4-82e47c01693f,84,51.5,15.17893277,10,48.6,35.73373756,10,Spared motivational modulation of cognitive effort in a maternal immune activation model of schizophrenia risk.,"Bates, Vanessa and Maharjan, Ashim and Millar, Jessica and Bilkey, David K and Ward, Ryan D ",0,15,0,4,0,2018,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,84dB : 120dB : ? ms : 100ms,84,120,NA,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Bates, Vanessa and Maharjan, Ashim and Millar, Jessica and Bilkey, David K and Ward, Ryan D ",68,52,48.5,51.4,adult,moderate,-0.101162217,0.200255845,115,87
52,4f3f7d8c-e2d8-41c5-9025-01ee5302b303,19c36638-36f7-487e-a2ec-c2b918747b50,male,9f1f9975-7a06-4362-9b91-5480ef0a3275,a1eed684-6cda-4c41-87e4-82e47c01693f,84,20.1,14.54647724,10,49.4,21.81971586,10,Spared motivational modulation of cognitive effort in a maternal immune activation model of schizophrenia risk.,"Bates, Vanessa and Maharjan, Ashim and Millar, Jessica and Bilkey, David K and Ward, Ryan D ",0,15,0,4,0,2018,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,high RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,rat,sprague-dawley,76dB : 120dB : ? ms : 100ms,76,120,NA,100,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Bates, Vanessa and Maharjan, Ashim and Millar, Jessica and Bilkey, David K and Ward, Ryan D ",68,52,79.9,50.6,adult,moderate,1.513172007,0.257242238,116,87
53,518c19ac-d2df-4014-81e4-f7f6ea3b3b60,0df61232-c68f-4024-84de-9e5184004ef1,male,ebccda1a-3f69-438a-8fd3-8a84f1108c24,4df33215-bae4-429d-a0e9-5c09ad1a9cdf,76,81.2,6.788225099,18,81.1,9.75807358,18,The long-lasting effects of early antipsychotic exposure during juvenile period on adult behaviours - A study in a poly I:C rat model.,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",0,15,0,5,0,2022,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,80dB : 110dB : ? ms : 32ms  ,80,110,NA,32,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD15,acute,NA,ip,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",68,12,18.8,18.9,adult,moderate,-0.011632467,0.11111299,117,88
54,518c19ac-d2df-4014-81e4-f7f6ea3b3b60,c698f9e6-ed7b-43a8-aa3b-a4b6726b09ed,male,ebccda1a-3f69-438a-8fd3-8a84f1108c24,4df33215-bae4-429d-a0e9-5c09ad1a9cdf,76,76.9,11.87939392,18,79.3,5.091168825,18,The long-lasting effects of early antipsychotic exposure during juvenile period on adult behaviours - A study in a poly I:C rat model.,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",0,15,0,5,0,2022,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,80dB : 110dB : ? ms : 128ms  ,80,110,NA,128,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD15,acute,NA,ip,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",68,12,23.1,20.7,adult,moderate,0.256769777,0.112026816,118,88
55,518c19ac-d2df-4014-81e4-f7f6ea3b3b60,f1d75f1d-6c0b-42ba-be80-f065e522944d,male,ebccda1a-3f69-438a-8fd3-8a84f1108c24,4df33215-bae4-429d-a0e9-5c09ad1a9cdf,76,73.9,15.27350647,18,62.1,20.3646753,18,The long-lasting effects of early antipsychotic exposure during juvenile period on adult behaviours - A study in a poly I:C rat model.,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",0,15,0,5,0,2022,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,80dB : 110dB : ? ms : 16ms  ,80,110,NA,16,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD15,acute,NA,ip,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",68,12,26.1,37.9,adult,moderate,-0.640969563,0.11681725,119,88
56,518c19ac-d2df-4014-81e4-f7f6ea3b3b60,7ff84c17-97da-4af8-8d34-c8fcf7653fcb,male,ebccda1a-3f69-438a-8fd3-8a84f1108c24,4df33215-bae4-429d-a0e9-5c09ad1a9cdf,76,69.8,16.97056275,18,56.8,19.94041123,18,The long-lasting effects of early antipsychotic exposure during juvenile period on adult behaviours - A study in a poly I:C rat model.,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",0,15,0,5,0,2022,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,80dB : 110dB : ? ms : 8ms  ,80,110,NA,8,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD15,acute,NA,ip,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",68,12,30.2,43.2,adult,moderate,-0.686506282,0.117656818,120,88
57,518c19ac-d2df-4014-81e4-f7f6ea3b3b60,9aaf1e41-a1ce-4ed9-9a21-02e6886e9367,male,ebccda1a-3f69-438a-8fd3-8a84f1108c24,4df33215-bae4-429d-a0e9-5c09ad1a9cdf,76,76.3,12.72792206,18,82.3,12.72792206,18,The long-lasting effects of early antipsychotic exposure during juvenile period on adult behaviours - A study in a poly I:C rat model.,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",0,15,0,5,0,2022,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,80dB : 110dB : ? ms : 256ms  ,80,110,NA,256,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD15,acute,NA,ip,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",68,12,23.7,17.7,adult,moderate,0.460915855,0.114061714,121,88
58,518c19ac-d2df-4014-81e4-f7f6ea3b3b60,a2cea938-7c3c-48f9-8a16-b2a0da71467e,male,ebccda1a-3f69-438a-8fd3-8a84f1108c24,4df33215-bae4-429d-a0e9-5c09ad1a9cdf,76,82.3,7.636753237,18,78.7,12.72792206,18,The long-lasting effects of early antipsychotic exposure during juvenile period on adult behaviours - A study in a poly I:C rat model.,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",0,15,0,5,0,2022,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,rat,sprague-dawley,80dB : 110dB : ? ms : 64ms  ,80,110,NA,64,%PPI for specific pre-pulse intensity ,%PPI for specific pulse intensity ,5mg/kg : GD15,acute,NA,ip,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Lian, Jiamei and Han, Mei and Su, Yueqing and Hodgson, James and Deng, Chao ",68,12,17.7,21.3,adult,moderate,-0.335365545,0.112673195,122,88
75,6b821b76-868b-4381-8b7d-834d40bdb5e4,efb91001-72c3-4250-beb0-a4120642fd2a,female ,494d2388-e1c5-4f78-bcb1-c9706b822d51,cab58f00-862c-4ae2-8ded-1edc1a745973,94,30.9,25.29822128,10,43,16.8,9,The effect of 17Î²-estradiol on maternal immune activation-induced changes in prepulse inhibition and dopamine receptor and transporter binding in female rats.,"Sbisa, Alyssa and Kusljic, Snezana and Zethoven, Damon and van den Buuse, Maarten and Gogos, Andrea ",0,15,0,4,0,2020,unclear RoB,unclear RoB,unclear RoB,unclear RoB,low RoB,low RoB,low RoB,low RoB,low RoB,unclear RoB,low RoB,rat,long-evans,"72, 74, 78, 82, 86dB : 115dB : ? : 100ms","72, 74, 78, 82, 86",115,NA,100,%PPI averaged across multiple pre-pulse intensities ,%PPI for specific pulse intensity ,4mg/kg : GD15,acute,NA,iv,NA,administration of vehicle used in the polyI:C preparation,0.9% NaCl saline ,"Sbisa, Alyssa and Kusljic, Snezana and Zethoven, Damon and van den Buuse, Maarten and Gogos, Andrea ",70,NA,69.1,57,adult,moderate,0.532148753,0.218563277,123,31
